x,y,f
20.39509323818423,138.66442896678666,2.0
57.263326755734646,134.69212279229228,2.0
189.02193372444407,29.296078806368698,5.0
90.19484772577336,49.57379522372165,4.0
1.9899887390663167,237.8027547520933,1.0
89.51781210067004,62.31529298942026,3.0
108.92816383924041,7.657560268469911,4.0
5.147057003011158,176.75358824937518,1.0
146.8295173451305,13.775283736901923,5.0
55.12381842702392,36.08579891856581,3.0
8.481048956420818,166.9636522957366,1.0
170.2160702571598,86.02957840097298,4.0
81.15152681259968,130.93998452918754,1.0
29.589537274914793,259.11067985211173,1.0
14.236547573007122,205.19672003861785,1.0
88.34465939694228,15.675195982294209,5.0
51.23768384800825,97.07180945272242,2.0
86.01882719580095,106.06243312610174,1.0
94.3419932039672,10.829278921197854,5.0
112.62461078926438,57.322653526207716,4.0
82.19009568170085,77.38542980918545,1.0
47.589421982223314,150.74377407540527,1.0
32.5354667623468,109.74390263468908,1.0
60.05913972190269,175.6297063023426,2.0
10.807514029800018,193.81245677034562,1.0
77.06950214376062,67.0158829122625,5.0
120.19846801067575,57.00530212789379,4.0
66.9553591916878,85.38032759109807,5.0
87.30470294204768,46.70226331802658,4.0
171.97303147984132,56.80178934419364,4.0
95.97971308018373,59.416637160290165,4.0
200.99629821326596,19.93254272547673,4.0
75.99394879301472,54.124162092348385,5.0
14.54496683087228,204.27980520289975,1.0
35.41476407305109,83.19603059253441,5.0
93.72190881194831,7.08952818484413,5.0
23.045468086578126,158.7380194566481,2.0
45.4434890699097,132.3509490932949,1.0
94.95254796971224,87.01553120967668,5.0
84.7175114246376,86.92810113112021,2.0
159.03582485432497,8.163323085779242,4.0
73.84246788140351,269.0191673372632,1.0
90.6578965407068,79.4176916389414,5.0
41.49912752737827,98.96587840172836,2.0
61.07086305163702,123.92823709150451,1.0
158.7560637530355,41.540041487213955,5.0
19.878556687142197,20.942267225438155,3.0
11.880790256983072,190.53022571090602,2.0
164.20844157180443,15.084665199760938,5.0
122.003091793866,22.214697169155837,5.0
208.95171119150214,70.45198554431421,4.0
69.13775808269834,9.411639015744164,3.0
83.50273748564797,0.9056503686166115,5.0
132.78259025111586,2.2903784028020633,5.0
43.56097156173689,91.1402614597182,1.0
125.41042103176136,44.663165889366816,4.0
165.642240770942,5.307910868865624,4.0
33.587956063106255,131.12721237988268,1.0
76.43562668657957,106.99883219100658,2.0
206.10292151399048,27.721568954392517,4.0
0.9529036752108817,156.27147169168197,2.0
70.80076754114634,210.17131039876801,2.0
165.99377244532997,25.567356133602733,5.0
139.71971002052163,18.1078171186664,5.0
107.42294092516178,14.58357267639965,4.0
157.60643362253032,87.14339474104793,5.0
44.56270929696246,47.017380746460375,4.0
2.487532612638313,149.09816247676332,1.0
78.29482477677033,71.46218150417697,5.0
62.72562722462692,8.052948379011214,3.0
80.49102125139764,74.29385882501853,1.0
180.7400387904263,56.56222928048244,5.0
45.429511253878324,102.53678268809172,1.0
177.59725022475806,87.27375144221062,5.0
51.57832475905469,131.19061812092946,2.0
34.5267588837326,134.22538232693046,2.0
113.48850648051783,77.75843735839999,4.0
26.8277181837966,2.2153620574383868,4.0
38.465809212116895,55.33968216291804,3.0
146.9903456377985,47.14076159254811,4.0
1.6770454777696893,125.87769269780253,1.0
137.60274349726947,56.13144910234941,4.0
141.49134257506088,43.25100854973407,4.0
16.264593540794266,100.64143661084432,2.0
34.592180553893925,89.30518681818582,5.0
66.25974658192145,104.83932834870879,2.0
63.28518256945161,209.48068481011188,1.0
9.808559110761175,147.98346286092206,1.0
8.949986399488964,192.94729392599123,1.0
81.99298675225486,91.41443572782433,1.0
52.610136714089805,133.74567813146678,2.0
65.70294262632856,31.980969904324834,4.0
171.65482366168072,40.21912113898447,4.0
31.038829153120226,12.726524749475502,4.0
17.24291839067992,205.11881384372055,1.0
75.64333287954408,183.10522297689704,2.0
0.2244000737793399,168.46311838258376,2.0
88.91239108589723,33.63340448151544,5.0
73.84708053290967,63.3764625594396,4.0
0.9071683663387793,182.64039989877048,2.0
11.22130675859735,148.46649472797043,1.0
22.263069834591644,147.98117070857285,1.0
23.349194211438316,103.42023551919333,1.0
46.552992980927826,61.02173501333682,4.0
